1807,0.28733627,0.23244422,-0.065043125,0.11993518,0.15175699,0.15175699,0.15175699,0.12533497,0.021998131,0.004423893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010495373,-0.000236007,0.000849313,-0.000954685,-0.000137484,-0.000496324,-0.009520186,-0.040192471,0,0.028533468,0.003733678,-0.019040371,0.005639253
1808,-0.20660893,-0.25755578,-0.0714175,0.12236436,0.15397703,0.15397703,0.15397703,0.12690511,0.0225594,0.004512526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010563078,-0.000236007,0.000849313,-0.000965661,-0.00013996,-0.00044866,-0.009622102,-0.040582688,0,0.029253088,0.003828987,-0.019244204,0.005695218
1809,-1.3501184,-1.3994308,-0.07532875,0.12464114,0.15601935,0.15601935,0.15601935,0.12830042,0.023115974,0.004602956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010626516,-0.000236007,0.000849313,-0.000976744,-0.00014248,-0.000400998,-0.009719599,-0.040957042,0,0.02997242,0.003923502,-0.019439198,0.005748626
1810,-1.7519646,-1.8019308,-0.0767375,0.12670368,0.15782406,0.15782406,0.15782406,0.12946317,0.02366562,0.00469527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010685842,-0.000236007,0.000849313,-0.00098793,-0.000145046,-0.000353387,-0.009812785,-0.041316001,0,0.030690659,0.004016842,-0.01962557,0.005799536
1811,-0.95612856,-1.0100558,-0.074204375,0.1281316,0.15940527,0.15940527,0.15940527,0.1304044,0.024211326,0.00478954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011024358,-0.000252865,0.000909978,-0.00102288,-0.000148063,-0.000608758,-0.00990177,-0.041832938,0,0.031409012,0.004109515,-0.019803539,0.005868635
1812,-0.27918259,-0.34068078,-0.067939375,0.12943757,0.16083737,0.16083737,0.16083737,0.13119381,0.024757736,0.00488582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011358229,-0.000269723,0.000970643,-0.001058065,-0.000151131,-0.000863292,-0.009986662,-0.042335236,0,0.032129319,0.00420231,-0.019973323,0.005935358
1813,-0.077907142,-0.14818078,-0.06085625,0.13112989,0.16219311,0.16219311,0.16219311,0.13190268,0.025306263,0.004984169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011404417,-0.000269723,0.000970643,-0.001069824,-0.000153847,-0.000814097,-0.01006757,-0.042650453,0,0.032852178,0.004295467,-0.02013514,0.00597914
1814,-0.59896164,-0.67755578,-0.054236875,0.13283102,0.16353237,0.16353237,0.16353237,0.13259134,0.025856373,0.005084653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01144702,-0.000269723,0.000970643,-0.001081688,-0.000156615,-0.000765034,-0.010144604,-0.042952127,0,0.03357744,0.004388895,-0.020289208,0.006020666
1815,-2.0619414,-2.1519308,-0.044174375,0.1341638,0.16490996,0.16490996,0.16490996,0.13331508,0.026407535,0.005187342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01176572,-0.00028658,0.001031309,-0.001117908,-0.000159854,-0.001014813,-0.010217873,-0.043412781,0,0.034304961,0.004482504,-0.020435745,0.006080623
1816,-2.5631788,-2.6638058,-0.0345275,0.13515444,0.16635058,0.16635058,0.16635058,0.13409903,0.026959216,0.005292329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012358657,-0.000320295,0.001152639,-0.001178808,-0.000163576,-0.001561132,-0.010287485,-0.044032383,0,0.035034597,0.004576203,-0.020574969,0.006159071
1817,-1.3942302,-1.4956808,-0.034759375,0.13620993,0.16782865,0.16782865,0.16782865,0.13491805,0.02751089,0.005399714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01294433,-0.000354011,0.00127397,-0.001240478,-0.000167371,-0.00210289,-0.010353549,-0.044638854,0,0.03576621,0.004669903,-0.020707099,0.006235445
1818,-0.26564772,-0.36255578,-0.0407925,0.13770056,0.16928841,0.16928841,0.16928841,0.13571684,0.028062026,0.005509545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013246262,-0.000370868,0.001334635,-0.00127819,-0.000170809,-0.002344854,-0.010416176,-0.045061591,0,0.036499663,0.004763514,-0.020832351,0.00628918
1819,0.18534697,0.092444219,-0.046659375,0.13956212,0.17066908,0.17066908,0.17066908,0.13643515,0.0286121,0.005621827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013266616,-0.000370868,0.001334635,-0.001291614,-0.000173885,-0.002289411,-0.010475472,-0.045301498,0,0.037234821,0.004856946,-0.020950945,0.006320337
1820,0.31186677,0.22369422,-0.0531475,0.14132005,0.17192639,0.17192639,0.17192639,0.13702906,0.029160764,0.005736571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013284068,-0.000370868,0.001334635,-0.001305164,-0.000177022,-0.002234099,-0.010531549,-0.045530541,0,0.037971623,0.004950142,-0.021063098,0.006349601
1821,0.31898449,0.23244422,-0.0564375,0.14297777,0.17306437,0.17306437,0.17306437,0.13750239,0.029708139,0.005853845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013298768,-0.000370868,0.001334635,-0.001318838,-0.000180224,-0.002178959,-0.010584514,-0.045749146,0,0.038710188,0.00504312,-0.021169029,0.006377033
1822,0.32152238,0.23244422,-0.055076875,0.14415504,0.174125,0.174125,0.174125,0.13789659,0.03025464,0.00597377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013582604,-0.000387726,0.0013953,-0.00135815,-0.000183944,-0.002413606,-0.010634477,-0.046128419,0,0.039450748,0.005135953,-0.021268955,0.006423319
1823,0.32554213,0.23244422,-0.051795625,0.14489353,0.17514757,0.17514757,0.17514757,0.13825059,0.03080056,0.006096427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014133226,-0.000421441,0.00151663,-0.001423505,-0.000188197,-0.002935166,-0.010681547,-0.046668417,0,0.040193491,0.005228688,-0.021363095,0.006488519
1824,0.33373696,0.23244422,-0.04477375,0.14606649,0.17616243,0.17616243,0.17616243,0.13859452,0.031346071,0.006221836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014407238,-0.000438299,0.001577296,-0.001463873,-0.000192079,-0.00316445,-0.010725833,-0.047028401,0,0.040938563,0.005321357,-0.021451666,0.006531442
1825,0.34767769,0.23244422,-0.0320425,0.14727597,0.17719233,0.17719233,0.17719233,0.13895098,0.031891344,0.006350007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014675123,-0.000455157,0.001637961,-0.001504998,-0.000196051,-0.003389435,-0.010767443,-0.047379222,0,0.04168611,0.005413987,-0.021534887,0.006572776
1826,0.36602933,0.23244422,-0.01493625,0.14852136,0.17824005,0.17824005,0.17824005,0.13932247,0.032436553,0.00648103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014939523,-0.000472014,0.001698626,-0.001546473,-0.000200106,-0.003613068,-0.010806488,-0.04772166,0,0.04243628,0.005506609,-0.021612975,0.00661258
1827,0.38537657,0.23244422,0.003136875,0.14979547,0.17929589,0.17929589,0.17929589,0.13969896,0.032981868,0.006615055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015197844,-0.000488872,0.001759291,-0.001588739,-0.000204258,-0.003832192,-0.010843075,-0.048055809,0,0.043189226,0.00559925,-0.02168615,0.006650914
1828,0.39560049,0.22806922,0.01644125,0.15109002,0.18035504,0.18035504,0.18035504,0.14007543,0.033527461,0.006752152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01545285,-0.00050573,0.001819956,-0.001631369,-0.000208498,-0.004049896,-0.010877314,-0.04838242,0,0.0439451,0.005691941,-0.021754628,0.00668784
1829,0.36951757,0.19306922,0.023629375,0.15281897,0.18141768,0.18141768,0.18141768,0.14045187,0.034073501,0.006892307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015439456,-0.00050573,0.001819956,-0.001647787,-0.000212348,-0.003984234,-0.010909314,-0.048532177,0,0.044704058,0.00578471,-0.021818628,0.006702792
1830,0.15158463,-0.021305781,0.02078125,0.15210916,0.18248275,0.18248275,0.18248275,0.14082828,0.03461898,0.007035491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016989952,-0.000606876,0.002183948,-0.001827982,-0.00021929,-0.005580568,-0.010939184,-0.049688675,0,0.045465811,0.005877386,-0.021878368,0.006840208
1831,-0.24271242,-0.39755578,0.003675,0.15116837,0.18288871,0.18288871,0.18288871,0.14054596,0.035160992,0.007181766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018270586,-0.000691164,0.002487274,-0.001982243,-0.000225857,-0.006891562,-0.010967033,-0.050670297,0,0.046229354,0.005969475,-0.021934067,0.006955771
1832,-0.35068953,-0.48505578,-0.016638125,0.15100437,0.18159829,0.18159829,0.18159829,0.1385692,0.035697793,0.007331299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017976709,-0.000674306,0.002426609,-0.001974227,-0.000229549,-0.006532265,-0.010992971,-0.05063249,0,0.046994126,0.006060681,-0.021985941,0.006946414
1833,-0.061975791,-0.18318078,-0.027890625,0.14909562,0.17936521,0.17936521,0.17936521,0.1356501,0.036230918,0.00748419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018198658,-0.000691164,0.002487274,-0.002021666,-0.000234363,-0.006721635,-0.011017105,-0.050926009,0,0.047760817,0.006151264,-0.02203421,0.006977202
1834,-0.21529972,-0.34505578,-0.017539375,0.14729543,0.17722737,0.17722737,0.17722737,0.13282363,0.036763305,0.007640436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01841766,-0.000708022,0.002547939,-0.002069534,-0.000239287,-0.006909211,-0.011039545,-0.051214501,0,0.048530648,0.006241724,-0.02207909,0.007006944
1835,-0.81911312,-0.98818078,0.023550625,0.14551703,0.17509356,0.17509356,0.17509356,0.12999566,0.037297888,0.007800014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018630705,-0.000724879,0.002608604,-0.00211834,-0.000244341,-0.007091349,-0.011060401,-0.051498121,0,0.04930484,0.006332559,-0.022120801,0.0070357
1836,-0.73506426,-0.94880578,0.071575,0.14216652,0.17296679,0.17296679,0.17296679,0.1271662,0.037837589,0.007963006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019847844,-0.000809168,0.00291193,-0.002282651,-0.000251692,-0.008336484,-0.01107978,-0.052447777,0,0.050084612,0.006424265,-0.022159561,0.007146033
1837,-0.12480708,-0.34943078,0.08537375,0.13924995,0.17085017,0.17085017,0.17085017,0.12433524,0.038385326,0.008129601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020802547,-0.000876598,0.003154591,-0.002419945,-0.000258661,-0.00930414,-0.011097793,-0.053225479,0,0.050871181,0.00651734,-0.022195586,0.007234875
1838,0.24917938,0.044319219,0.066346875,0.13851328,0.16969117,0.16969117,0.16969117,0.12244727,0.038944009,0.008299896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020991339,-0.000893456,0.003215256,-0.002472718,-0.000264165,-0.009461709,-0.011114548,-0.053496527,0,0.05166576,0.006612276,-0.022229097,0.007261037
1839,0.36350119,0.17994422,0.04472125,0.13883572,0.16996554,0.16996554,0.16996554,0.12197515,0.039516539,0.00847385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02142428,-0.000927171,0.003336587,-0.002555535,-0.000270371,-0.009877634,-0.011130155,-0.05393144,0,0.052469563,0.006709568,-0.02226031,0.00730708
1840,0.3435049,0.17994422,0.0242725,0.13928818,0.17073472,0.17073472,0.17073472,0.12197515,0.040107512,0.00865206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022094785,-0.000977744,0.003518582,-0.002669482,-0.00027732,-0.010544099,-0.011144721,-0.054529817,0,0.053284443,0.006809996,-0.022289443,0.007373066
1841,0.31934023,0.17556922,0.003486875,0.14028413,0.17201635,0.17201635,0.17201635,0.12244727,0.040723197,0.008845888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022756042,-0.001028317,0.003700578,-0.002785019,-0.000284448,-0.011200479,-0.011158357,-0.055125402,0,0.054112884,0.006914627,-0.022316715,0.007438428
1842,0.31997325,0.18869422,-0.011038125,0.14231716,0.1742994,0.1742994,0.1742994,0.12386337,0.041365551,0.009070475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023404631,-0.00107889,0.003882574,-0.002902717,-0.000291779,-0.011842646,-0.011171172,-0.055718031,0,0.054955741,0.007023793,-0.022342344,0.007503228
1843,0.29345202,0.16681922,-0.018256875,0.14488968,0.17709336,0.17709336,0.17709336,0.12575101,0.042029695,0.009312651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024043926,-0.001129463,0.004064569,-0.003022051,-0.000299302,-0.012474405,-0.011183274,-0.056308688,0,0.055811294,0.007136664,-0.022366547,0.007567526
1844,0.28857789,0.15369422,-0.013068125,0.14795179,0.18034875,0.18034875,0.18034875,0.12810952,0.042708201,0.009531032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02467044,-0.001180036,0.004246565,-0.003143602,-0.000307044,-0.013091551,-0.011194772,-0.056897213,0,0.056676874,0.00725198,-0.022389544,0.007631382
1845,0.33883415,0.18431922,0.003745,0.15076993,0.18448232,0.18448232,0.18448232,0.13140969,0.043393668,0.00967897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025996982,-0.001281182,0.004610556,-0.00336054,-0.000316863,-0.014443178,-0.011205775,-0.05797891,0,0.057549831,0.007368482,-0.022411551,0.007756734
1846,0.39159098,0.21494422,0.022365,0.15428176,0.18852709,0.18852709,0.18852709,0.13470811,0.044078717,0.009740261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026835965,-0.001348613,0.004853217,-0.003517563,-0.000325679,-0.015280934,-0.011216394,-0.058729548,0,0.058427539,0.007484917,-0.022432787,0.007840514
1847,0.42985878,0.22806922,0.04412625,0.15766331,0.19203971,0.19203971,0.19203971,0.13753359,0.044755991,0.009750133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027420182,-0.001399186,0.005035213,-0.003646517,-0.000334144,-0.015848814,-0.011226735,-0.059313583,0,0.059307393,0.007600033,-0.02245347,0.007903408
1848,0.45891745,0.23244422,0.065358125,0.1611151,0.19599452,0.19599452,0.19599452,0.14082795,0.045418158,0.00974841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028229648,-0.001466616,0.005277873,-0.003808742,-0.000343474,-0.01665178,-0.011236909,-0.060062069,0,0.060186807,0.007712585,-0.022473819,0.007986729
1849,0.44499804,0.21599422,0.064448125,0.1645557,0.19992527,0.19992527,0.19992527,0.14412058,0.046057905,0.009746788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02902062,-0.001534047,0.005520534,-0.003974199,-0.000353096,-0.017432787,-0.011247025,-0.060809361,0,0.061063219,0.007821329,-0.02249405,0.00806991
1850,0.40539615,0.19200464,0.046816875,0.16657464,0.2034377,0.2034377,0.2034377,0.14694109,0.046665367,0.009831236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030375589,-0.00165205,0.005945191,-0.0042566,-0.000366397,-0.018788541,-0.011257191,-0.062045683,0,0.06193312,0.007924587,-0.022514383,0.008214888
1851,0.39862512,0.19303276,0.035013125,0.17057924,0.20723316,0.20722979,0.20722979,0.14976013,0.047382693,0.010086972,0,3.37E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37E-06,0,0,0,0,0,0,0,0,0,0,-0.031085382,-0.001719481,0.006187852,-0.00446059,-0.000380927,-0.019601913,-0.011110322,-0.062437796,0,0.062849953,0.008046525,-0.022220645,0.008193419
1852,0.40052091,0.20879734,0.0234325,0.16829106,0.2107753,0.21076519,0.21076519,0.15210829,0.048228722,0.010428179,0,1.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-05,0,0,0,0,0,0,0,0,0,0,-0.031923017,-0.001770054,0.006369847,-0.004771112,-0.000426812,-0.019140048,-0.012184839,-0.066780189,0,0.063557465,0.008190345,-0.024369679,0.00884084
1853,0.3934753,0.2235338,0.004930625,0.16501087,0.21431531,0.21429846,0.21429846,0.15445521,0.049073923,0.010769323,0,1.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,0,0,0,0,0,0,0,0,0,0,-0.032891064,-0.001854342,0.006673173,-0.005161714,-0.00047338,-0.018706662,-0.013368139,-0.071622823,0,0.064004054,0.008334029,-0.026736278,0.009607641
1854,0.38414144,0.2317588,-0.01411375,0.16649638,0.21832259,0.21829899,0.21829899,0.15727029,0.049918297,0.011110404,0,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36E-05,0,0,0,0,0,0,0,0,0,0,-0.034768747,-0.002056634,0.007401156,-0.005681765,-0.000494128,-0.020664684,-0.013272692,-0.073237475,0,0.064450046,0.008477577,-0.026545383,0.009797775
1855,0.24282623,0.10118693,-0.026280625,0.16791993,0.22218703,0.22215668,0.22215668,0.16008389,0.050621369,0.011451422,0,3.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03E-05,0,0,0,0,0,0,0,0,0,0,-0.036594052,-0.002258926,0.008129138,-0.006204969,-0.000514249,-0.022588075,-0.013156972,-0.074776341,0,0.064843018,0.008597107,-0.026313943,0.009977111
1856,-0.21107251,-0.35667141,-0.02471875,0.17031765,0.22604923,0.22601214,0.22601214,0.162896,0.051323757,0.011792377,0,0.000037089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000037089,0,0,0,0,0,0,0,0,0,0,-0.037358285,-0.00237693,0.008553795,-0.006575524,-0.000535075,-0.023216024,-0.013208528,-0.076057129,0,0.065235498,0.008716525,-0.026417056,0.010148869
1857,-0.44449029,-0.61027557,-0.00660625,0.17239154,0.23004969,0.23000586,0.23000586,0.16570665,0.052165939,0.01213327,0,4.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38E-05,0,0,0,0,0,0,0,0,0,0,-0.037959287,-0.002478076,0.008917786,-0.006929519,-0.000560068,-0.02346905,-0.01344036,-0.077760223,0,0.065679912,0.008859714,-0.026880721,0.010402456
1858,-0.096836341,-0.29772557,0.0245875,0.17630173,0.2345157,0.23446513,0.23446513,0.16898372,0.053007304,0.0124741,0,5.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06E-05,0,0,0,0,0,0,0,0,0,0,-0.037743392,-0.002511791,0.009039117,-0.007135976,-0.000582046,-0.022881133,-0.013671562,-0.078827581,0,0.066123738,0.009002769,-0.027343124,0.01057362
1859,0.26210904,0.028190052,0.054998125,0.17892086,0.23897911,0.2389218,0.2389218,0.17225908,0.053847854,0.012814868,0,0.000057317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000057317,0,0,0,0,0,0,0,0,0,0,-0.038296194,-0.002612937,0.009403108,-0.007495556,-0.000607703,-0.02308211,-0.013900996,-0.080499021,0,0.066566979,0.00914569,-0.027801992,0.010826287
1860,0.39070948,0.15053693,0.065550625,0.17462193,0.24297203,0.24290797,0.24290797,0.17506481,0.05468759,0.013155572,0,6.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41E-05,0,0,0,0,0,0,0,0,0,0,-0.040746039,-0.003741439,0.011556212,-0.008233712,-0.000642153,-0.025554737,-0.01413021,-0.086892903,0,0.067009636,0.009288479,-0.02826042,0.011251147
1861,0.35779049,0.13957026,0.05229875,0.16592148,0.2469626,0.2468918,0.2468918,0.17786907,0.055526516,0.013496215,0,7.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08E-05,0,0,0,0,0,0,0,0,0,0,-0.043813919,-0.005594736,0.014761479,-0.009070528,-0.000693842,-0.028687502,-0.01452879,-0.096801557,0,0.067451712,0.009431134,-0.029057581,0.011749091
1862,0.2581144,0.05526401,0.030695,0.17215539,0.25048391,0.25040636,0.25040636,0.18020493,0.056364634,0.013836794,0,0.000077545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000077545,0,0,0,0,0,0,0,0,0,0,-0.044278225,-0.005941904,0.01549462,-0.009398633,-0.000698698,-0.030211356,-0.013522253,-0.095798545,0,0.067937906,0.009573656,-0.027044506,0.011281199
1863,0.26390439,0.06760151,0.01407,0.18223288,0.25400312,0.25391883,0.25391883,0.18253957,0.057201946,0.014177311,0,8.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43E-05,0,0,0,0,0,0,0,0,0,0,-0.044344884,-0.005746911,0.015520376,-0.00976109,-0.000690694,-0.031431897,-0.012234667,-0.091858275,0,0.068468219,0.009716047,-0.024469335,0.010717993
1864,0.33623394,0.15087964,0.0009975,0.18435681,0.25798717,0.25789614,0.25789614,0.18533992,0.058038453,0.014517766,0,9.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10E-05,0,0,0,0,0,0,0,0,0,0,-0.045813422,-0.005717583,0.016006932,-0.010529307,-0.000729976,-0.032598094,-0.012245392,-0.093196775,0,0.068997957,0.009858306,-0.024490784,0.01101435
1865,0.37076405,0.19851609,-0.012429375,0.18467733,0.26164175,0.26154398,0.26154398,0.18767253,0.059013289,0.014858158,0,9.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78E-05,0,0,0,0,0,0,0,0,0,0,-0.047459732,-0.00604244,0.017024932,-0.011344708,-0.000770023,-0.034065129,-0.012262365,-0.095908627,0,0.069578582,0.010024095,-0.024524729,0.011325985
1866,0.3750448,0.21907859,-0.0242375,0.18020371,0.264828,0.26472348,0.26472348,0.1895378,0.059987192,0.015198487,0,0.00010452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010452,0,0,0,0,0,0,0,0,0,0,-0.049152494,-0.007597594,0.019712103,-0.012090384,-0.000805345,-0.036097158,-0.012274115,-0.10284486,0,0.070158542,0.010189732,-0.024548231,0.01157302
1867,0.37953974,0.22901714,-0.024600625,0.17512323,0.26787348,0.26776222,0.26776222,0.19140242,0.060821037,0.015538754,0,0.000111261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111261,0,0,0,0,0,0,0,0,0,0,-0.050998163,-0.009293344,0.022645604,-0.012897938,-0.000840293,-0.038373087,-0.012239105,-0.11011075,0,0.07068638,0.010331554,-0.024478211,0.011818943
1868,0.40476502,0.23107339,-0.0025725,0.17626413,0.27138324,0.27126523,0.27126523,0.19373219,0.061654089,0.015878959,0,0.000118008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118008,0,0,0,0,0,0,0,0,0,0,-0.052157318,-0.009645011,0.023633091,-0.013642809,-0.000875393,-0.039467226,-0.012159969,-0.11236826,0,0.071213652,0.010473245,-0.024319939,0.012039516
1869,0.44070511,0.22284839,0.03553375,0.18232298,0.27535688,0.27523214,0.27523214,0.19652669,0.062486348,0.016219102,0,0.000124748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124748,0,0,0,0,0,0,0,0,0,0,-0.052479537,-0.009034139,0.023140944,-0.014243782,-0.00090931,-0.039355715,-0.012077536,-0.11096323,0,0.07174036,0.010614807,-0.024155072,0.012208761
1870,0.4698686,0.21873589,0.06412875,0.18700396,0.27938161,0.27925015,0.27925015,0.19931973,0.063456243,0.016474173,0,0.000131463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131463,0,0,0,0,0,0,0,0,0,0,-0.05286365,-0.008812583,0.023232956,-0.014921296,-0.000944553,-0.039414221,-0.012003954,-0.11099852,0,0.072317465,0.010779786,-0.024007907,0.012395183
1871,0.46881912,0.2194213,0.06727,0.18212782,0.2837839,0.28364571,0.28364571,0.2025763,0.06442522,0.016644198,0,0.00013819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013819,0,0,0,0,0,0,0,0,0,0,-0.056344098,-0.009239639,0.024368932,-0.015915836,-0.001068696,-0.041942655,-0.012546203,-0.11690623,0,0.072893918,0.010944615,-0.025092406,0.012848122
1872,0.42277264,0.2070838,0.051760625,0.16392822,0.28859483,0.28844988,0.28844988,0.20629582,0.065254856,0.0168992,0,0.00014495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014495,0,0,0,0,0,0,0,0,0,0,-0.062365425,-0.010027339,0.026470494,-0.017796629,-0.001311898,-0.044639654,-0.015060398,-0.13132119,0,0.073429886,0.011085746,-0.030120796,0.014625166
